554,LightSpeed Studios,https://www.freetogame.com/open/undawn,Shooter,PC (Windows),Level Infinite,2023-06-15 02:00:00,A free-to-play open-world survival RPG developed by LightSpeed studios and published by Level Infinite.,https://www.freetogame.com/g/554/thumbnail.jpg,Undawn
552,PowWow Entertainment,https://www.freetogame.com/open/jected-rivals,Sports,PC (Windows),THQ Nordic,2023-05-04 02:00:00,A free-to-play game mixing extreme sports with destructible vehicles and a unique ejection mechanic.,https://www.freetogame.com/g/552/thumbnail.jpg,Jected - Rivals
549,Com2uS,https://www.freetogame.com/open/summoners-war-chronicles,MMORPG,PC (Windows),Com2uS,2022-11-09 01:00:00,A multi-platform ARPG set in the Summoners War universe.,https://www.freetogame.com/g/549/thumbnail.jpg,Summoners War: Chronicles
527,Anisage Games,https://www.freetogame.com/open/aero-tales-online,MMORPG,PC (Windows),Anisage Games,2022-08-01 02:00:00,Aero Tales Online: The World is a free-to-play 3D anime-style MMORPG with PvP and PvE elements. The game revolves around the “mysterious story of the Key of Skylight”.,https://www.freetogame.com/g/527/thumbnail.jpg,Aero Tales Online
536,Odyssey Interactive,https://www.freetogame.com/open/omega-strikers,Sports,PC (Windows),Odyssey Interactive,2022-09-16 02:00:00,A 3v3 socccer-style game with knockouts.,https://www.freetogame.com/g/536/thumbnail.jpg,Omega Strikers
222,Piranha Games Inc.,https://www.freetogame.com/open/mechwarrior-online,Shooter,PC (Windows),Piranha Games Inc.,2015-12-10 01:00:00,A free-to-play PvP game that's a faithful adaptation of the popular MechWarrior strategy board games.,https://www.freetogame.com/g/222/thumbnail.jpg,MechWarrior Online
97,Drago Entertainment,https://www.freetogame.com/open/otherland,MMORPG,PC (Windows),GmbH,2015-09-10 02:00:00,A free-to-play MMO based on the popular novels by Tad Williams. ,https://www.freetogame.com/g/97/thumbnail.jpg,Otherland
386,Jarbit,https://www.freetogame.com/open/aberoth, MMORPG,Web Browser,Jarbit,2015-07-17 02:00:00,A free to play 8-bit MMORPG with retro graphics and MUD-like interface.,https://www.freetogame.com/g/386/thumbnail.jpg,Aberoth
104,Bethesda Game Studios,https://www.freetogame.com/open/fallout-shelter,Strategy,PC (Windows),Bethesda Game Studios,2015-06-14 02:00:00,A free-to-play simulation game based on Bethesda Game Studios' popular Fallout franchise. ,https://www.freetogame.com/g/104/thumbnail.jpg,Fallout Shelter
154,NIKITA ONLINE,https://www.freetogame.com/open/sphere-3,MMORPG,PC (Windows),NIKITA ONLINE,2015-08-18 02:00:00,A fantasy action MMORPG with a non-target combat system.,https://www.freetogame.com/g/154/thumbnail.jpg,Sphere 3: Enchanted World
